id,name,subtitle,url,rating_value,rating_count,rating_count_list,artist_name,chart_name,chart_position,chart_genre_name,chart_genre_id
1398796436,Ulike - Define trendy selfie,Naturally beautiful,https://apps.apple.com/us/app/ulike-define-trendy-selfie/id1398796436,4.8,9028,"[144, 80, 225, 602, 7977]",深圳市脸萌科技有限公司,,,,
622434129,"BeautyPlus -Snap, Edit, Filter",Selfie Camera + AR,https://apps.apple.com/us/app/beautyplus-snap-edit-filter/id622434129,4.9,141368,"[940, 758, 2239, 9325, 128106]","Meitu Technology, Inc.",top-free,120,Photo & Video,6008
1022267439,SNOW - Beauty & makeup camera,,https://apps.apple.com/us/app/snow-beauty-makeup-camera/id1022267439,4.6,15627,"[568, 294, 597, 1645, 12523]",SNOW INC.,top-free,101,Photo & Video,6008
1076859004,Foodie - Camera for life,Enjoy! Everyday! Delicious.,https://apps.apple.com/us/app/foodie-camera-for-life/id1076859004,4.7,3990,"[121, 45, 99, 263, 3462]",SNOW INC.,,,,
1437880869,SODA - Natural Beauty Camera,Quick and effortless beauty,https://apps.apple.com/us/app/soda-natural-beauty-camera/id1437880869,4.8,3478,"[48, 33, 80, 250, 3067]",SNOW INC.,,,,
501945443,Photo Wonder,,https://apps.apple.com/us/app/photo-wonder/id501945443,2.7,1385,"[649, 104, 69, 84, 479]",Xin Guo,,,,
738897668,VivaVideo - Video Maker&Editor,Video Editor with Music,https://apps.apple.com/us/app/vivavideo-video-maker-editor/id738897668,4.7,112986,"[2378, 1594, 3188, 7663, 98163]",QuVideo Inc.,top-free,60,Photo & Video,6008
973337925,MakeupPlus - Virtual Makeup,Makeup Editor Effects Filters,https://apps.apple.com/us/app/makeupplus-virtual-makeup/id973337925,4.6,7534,"[124, 143, 290, 1134, 5843]","Xiamen Meitu Technology Co., Ltd.",,,,
1061534032,Wuta Camera - Realistic selfie,4D makeup & natural beauty,https://apps.apple.com/us/app/wuta-camera-realistic-selfie/id1061534032,4.8,760,"[15, 8, 18, 70, 649]","Shanghai Benqumark Network Tech Co., Ltd.",,,,
918820076,Dubsmash - Videos & Music,Make fun videos with music!,https://apps.apple.com/us/app/dubsmash-videos-music/id918820076,4.7,91538,"[2462, 1390, 3056, 6871, 77759]",Mobile Motion GmbH,top-free,39,Photo & Video,6008
994905763,Triller: Social Video Platform,"Create, Share, Connect",https://apps.apple.com/us/app/triller-social-video-platform/id994905763,4.7,113678,"[2799, 1213, 3178, 7553, 98935]",Triller LLC,top-free,19,Photo & Video,6008
844570015,Funimate Video Musical Editor,Music Star Maker with Effects,https://apps.apple.com/us/app/funimate-video-musical-editor/id844570015,4.7,365808,"[6847, 3948, 14756, 43867, 296390]","Avcr, Inc.",top-free,9,Photo & Video,6008
884009993,Lomotif - Music Video Editor,Create & Remix Slideshows Fast,https://apps.apple.com/us/app/lomotif-music-video-editor/id884009993,4.6,257106,"[8678, 4246, 10034, 24125, 210023]",Lomotif Private Limited,top-free,41,Photo & Video,6008
583555212,Cute CUT,Full Featured Video Editor,https://apps.apple.com/us/app/cute-cut/id583555212,4.4,30211,"[1613, 1026, 2005, 4903, 20664]",YU BO,top-free,93,Photo & Video,6008
438596432,Video Star,Music video maker,https://apps.apple.com/us/app/video-star/id438596432,3.9,31407,"[4937, 1696, 2798, 4482, 17494]",Frontier Design Group,top-free,30,Photo & Video,6008
924826256,SlideShow Maker Photo to Video,Picture with music slide show,https://apps.apple.com/us/app/slideshow-maker-photo-to-video/id924826256,4.2,73817,"[10679, 1847, 3704, 6284, 51303]",Free Photo Video Editor And Picture Movie Editing Pte. Ltd.,top-free,55,Photo & Video,6008
1380553095,MVBit-Slideshow & Music Video,Hyper Video Effect,https://apps.apple.com/us/app/mvbit-slideshow-music-video/id1380553095,3.8,1832,"[307, 110, 173, 297, 945]",ye qianyuan,,,,
1030178866,微商水印相机,,https://apps.apple.com/us/app/%E5%BE%AE%E5%95%86%E6%B0%B4%E5%8D%B0%E7%9B%B8%E6%9C%BA/id1030178866,4.8,281,"[7, 3, 3, 20, 248]",助梦工场,,,,
1061859052,intoLive - Live Wallpapers,Video to live wallpaper maker,https://apps.apple.com/us/app/intolive-live-wallpapers/id1061859052,4.5,25731,"[2002, 552, 1029, 2158, 19990]","ImgBase, Inc.",top-free,36,Photo & Video,6008
1313580627,Camera+ 2,Elevate your photography,https://apps.apple.com/us/app/camera-2/id1313580627,4.3,1099,"[83, 49, 43, 161, 763]",LateNiteSoft S.L.,top-paid,13,Photo & Video,6008
694647259,ProCamera.,Manual Camera + RAW & Portrait,https://apps.apple.com/us/app/procamera/id694647259,4.7,3083,"[113, 44, 76, 309, 2541]",Cocologics,top-paid,32,Photo & Video,6008
357404131,Slow Shutter Cam,Long Exposure Photography,https://apps.apple.com/us/app/slow-shutter-cam/id357404131,4.6,985,"[33, 13, 33, 110, 796]",Cogitap Software,top-paid,22,Photo & Video,6008
730712409,ProCam 7,Manual Camera + RAW,https://apps.apple.com/us/app/procam-7/id730712409,4.6,23112,"[887, 302, 854, 2566, 18503]",Samer Azzam,top-paid,16,Photo & Video,6008
885697368,Halide Camera,Premium RAW & Manual,https://apps.apple.com/us/app/halide-camera/id885697368,4.6,4671,"[191, 89, 123, 446, 3822]",Lux Optics LLC,top-paid,18,Photo & Video,6008
754105884,NightCap Camera,The night and low light camera,https://apps.apple.com/us/app/nightcap-camera/id754105884,4.4,1174,"[97, 31, 35, 134, 877]",Realtime Dreams Limited,top-paid,21,Photo & Video,6008
436577167,FiLMiC Pro－Video Camera,Cinema Quality Video Capture,https://apps.apple.com/us/app/filmic-pro-video-camera/id436577167,3.7,1381,"[258, 111, 126, 196, 690]",FiLMiC Inc,top-paid,10,Photo & Video,6008
342115564,Hipstamatic Classic,Beautiful Analog Photography,https://apps.apple.com/us/app/hipstamatic-classic/id342115564,4.8,3305,"[82, 38, 58, 243, 2884]","Hipstamatic, LLC",top-paid,117,Photo & Video,6008
517488939,Cortex Camera,,https://apps.apple.com/us/app/cortex-camera/id517488939,3.7,79,"[16, 5, 6, 10, 42]",Whimsical Productions,,,,
834248867,SKRWT,,https://apps.apple.com/us/app/skrwt/id834248867,2.9,103,"[40, 12, 8, 9, 34]",Mathaeus Jagielski,,,,
944097177,Canon Camera Connect,,https://apps.apple.com/us/app/canon-camera-connect/id944097177,2.5,2645,"[1234, 320, 273, 237, 581]",Canon Inc.,top-free,90,Photo & Video,6008
576292561,Canon PRINT Business,,https://apps.apple.com/us/app/canon-print-business/id576292561,2.8,114,"[46, 13, 13, 6, 36]",Canon Inc.,,,,
565839396,EOS Remote,,https://apps.apple.com/us/app/eos-remote/id565839396,3.1,110,"[37, 9, 10, 17, 37]",Canon Inc.,,,,
501009725,Canon CameraWindow,,https://apps.apple.com/us/app/canon-camerawindow/id501009725,2.6,142,"[64, 12, 18, 12, 36]",Canon Inc.,,,,
1089069440,Canon Connect Station,,https://apps.apple.com/us/app/canon-connect-station/id1089069440,2.1,19,"[13, 0, 1, 2, 3]",Canon Inc.,,,,
587192721,Canon Online Photo Album,,https://apps.apple.com/us/app/canon-online-photo-album/id587192721,2,34,"[22, 2, 3, 2, 5]",Canon Inc.,,,,
1352161037,Easy-PhotoPrint Editor,Creatively arrange your images,https://apps.apple.com/us/app/easy-photoprint-editor/id1352161037,4.6,2547,"[119, 32, 81, 193, 2122]",Canon Inc.,,,,
1139707946,Canon hdAlbum EZ,Easy Photo Book Creator,https://apps.apple.com/us/app/canon-hdalbum-ez/id1139707946,3.2,39,"[13, 3, 1, 6, 16]",Canon Inc.,,,,
1349015402,SELPHY Photo Layout,,https://apps.apple.com/us/app/selphy-photo-layout/id1349015402,2.4,32,"[13, 5, 5, 6, 3]",Canon Inc.,,,,
1248613755,Message in Print,Print a hidden word on printer,https://apps.apple.com/us/app/message-in-print/id1248613755,2.8,13,"[5, 1, 1, 3, 3]",Canon Inc.,,,,
1460764852,Creative Park,"Handy, useful, and fun!",https://apps.apple.com/us/app/creative-park/id1460764852,2.7,3,"[1, 1, 0, 0, 1]",Canon Inc.,,,,
1175231457,Canon Service Tool for PJ,,https://apps.apple.com/us/app/canon-service-tool-for-pj/id1175231457,5,2,"[0, 0, 0, 0, 2]",Canon Inc.,,,,
1183608034,ヘルスケア アップローダー,,https://apps.apple.com/us/app/%E3%83%98%E3%83%AB%E3%82%B9%E3%82%B1%E3%82%A2-%E3%82%A2%E3%83%83%E3%83%97%E3%83%AD%E3%83%BC%E3%83%80%E3%83%BC/id1183608034,0,0,"[0, 0, 0, 0, 0]",Canon Inc.,,,,
588013838,VSCO: Photo & Video Editor,"For creators, by creators",https://apps.apple.com/us/app/vsco-photo-video-editor/id588013838,4.4,32567,"[2638, 814, 1225, 3509, 24381]",Visual Supply Company,top-free,13,Photo & Video,6008
878783582,Adobe Lightroom Photo Editor,Retouch Photos & Pro Camera,https://apps.apple.com/us/app/adobe-lightroom-photo-editor/id878783582,4.8,46312,"[1082, 342, 843, 2879, 41166]",Adobe Inc.,top-free,22,Photo & Video,6008
1247275033,Unfold — Story Templates,Stories Editor & Collage Maker,https://apps.apple.com/us/app/unfold-story-templates/id1247275033,4.9,97815,"[745, 451, 1528, 4615, 90476]",Unfold Creative,top-free,95,Photo & Video,6008
439438619,Snapseed,Snapseed,https://apps.apple.com/us/app/snapseed/id439438619,3.9,4330,"[677, 292, 385, 612, 2364]",Google LLC,top-free,51,Photo & Video,6008
1149994032,Facetune2: Best Selfie Editing,Beauty Camera & Photo Editor,https://apps.apple.com/us/app/facetune2-best-selfie-editing/id1149994032,4.6,70089,"[3158, 964, 2302, 5874, 57791]",Lightricks Ltd.,top-free,12,Photo & Video,6008
587366035,PicsArt Photo Editor + Collage,"Sticker, Pic & Video Maker",https://apps.apple.com/us/app/picsart-photo-editor-collage/id587366035,4.7,256550,"[7258, 3052, 7458, 20320, 218462]","PicsArt, Inc.",top-free,5,Photo & Video,6008
997362197,InShot - Video Editor,Video maker with music,https://apps.apple.com/us/app/inshot-video-editor/id997362197,4.8,662589,"[2829, 2912, 15617, 55266, 585965]",InstaShot Inc.,top-free,15,Photo & Video,6008
576649830,Instasize Photo Editor + Video,"Edit Pictures, Photos, Collage",https://apps.apple.com/us/app/instasize-photo-editor-video/id576649830,4.6,177396,"[10161, 2174, 4831, 11591, 148639]",Instasize Inc.,top-free,56,Photo & Video,6008
897446215,Canva: Graphic Design & Video,"Logo, Flyer Poster Card Maker",https://apps.apple.com/us/app/canva-graphic-design-video/id897446215,4.9,346664,"[1593, 890, 4661, 22608, 316912]",Canva,top-free,35,Photo & Video,6008
331975235,Photoshop Express Photo Editor,"Collage Maker,Edit Raw Picture",https://apps.apple.com/us/app/photoshop-express-photo-editor/id331975235,4.8,524827,"[4859, 2835, 13874, 55769, 447490]",Adobe Inc.,top-free,26,Photo & Video,6008
904209370,B612 - Beauty & Filter Camera,,https://apps.apple.com/us/app/b612-beauty-filter-camera/id904209370,4.6,44677,"[1570, 972, 1718, 3698, 36719]",SNOW INC.,top-free,153,Photo & Video,6008
409838725,Splice - Video Editor & Maker,Editing movie & making videos,https://apps.apple.com/us/app/splice-video-editor-maker/id409838725,4.7,126547,"[4757, 1485, 2737, 11387, 106181]",Bending Spoons Apps IVS,top-free,14,Photo & Video,6008
997362197,InShot - Video Editor,Video maker with music,https://apps.apple.com/us/app/inshot-video-editor/id997362197,4.8,662589,"[2829, 2912, 15617, 55266, 585965]",InstaShot Inc.,top-free,15,Photo & Video,6008
486781045,Magisto Video Editor,Movie & Music Slideshow Maker,https://apps.apple.com/us/app/magisto-video-editor/id486781045,4.6,85198,"[3466, 997, 2871, 7996, 69868]","Vimeo, Inc.",top-free,44,Photo & Video,6008
878783582,Adobe Lightroom Photo Editor,Retouch Photos & Pro Camera,https://apps.apple.com/us/app/adobe-lightroom-photo-editor/id878783582,4.8,46312,"[1082, 342, 843, 2879, 41166]",Adobe Inc.,top-free,22,Photo & Video,6008
738897668,VivaVideo - Video Maker&Editor,Video Editor with Music,https://apps.apple.com/us/app/vivavideo-video-maker-editor/id738897668,4.7,112986,"[2378, 1594, 3188, 7663, 98163]",QuVideo Inc.,top-free,60,Photo & Video,6008
930380089,VideoShow Video Editor & Maker,"Vlog Maker with Music, Photo",https://apps.apple.com/us/app/videoshow-video-editor-maker/id930380089,4.7,12469,"[486, 212, 390, 946, 10435]","Shanghai Enjoy Information Technology Co., Ltd",,,,
1247275033,Unfold — Story Templates,Stories Editor & Collage Maker,https://apps.apple.com/us/app/unfold-story-templates/id1247275033,4.9,97815,"[745, 451, 1528, 4615, 90476]",Unfold Creative,top-free,95,Photo & Video,6008
897446215,Canva: Graphic Design & Video,"Logo, Flyer Poster Card Maker",https://apps.apple.com/us/app/canva-graphic-design-video/id897446215,4.9,346664,"[1593, 890, 4661, 22608, 316912]",Canva,top-free,35,Photo & Video,6008
439438619,Snapseed,Snapseed,https://apps.apple.com/us/app/snapseed/id439438619,3.9,4330,"[677, 292, 385, 612, 2364]",Google LLC,top-free,51,Photo & Video,6008
588013838,VSCO: Photo & Video Editor,"For creators, by creators",https://apps.apple.com/us/app/vsco-photo-video-editor/id588013838,4.4,32567,"[2638, 814, 1225, 3509, 24381]",Visual Supply Company,top-free,13,Photo & Video,6008
973337925,MakeupPlus - Virtual Makeup,Makeup Editor Effects Filters,https://apps.apple.com/us/app/makeupplus-virtual-makeup/id973337925,4.6,7534,"[124, 143, 290, 1134, 5843]","Xiamen Meitu Technology Co., Ltd.",,,,
416048305,Meitu,Edit anything with one app,https://apps.apple.com/us/app/meitu/id416048305,4.8,19262,"[247, 146, 379, 1342, 17148]","Xiamen Meitu Technology Co., Ltd.",top-free,177,Photo & Video,6008
592331499,BeautyCam - Full body shot,For inherent beauty,https://apps.apple.com/us/app/beautycam-full-body-shot/id592331499,4.8,1802,"[41, 21, 55, 109, 1576]","Xiamen Meitu Technology Co., Ltd.",,,,
839452750,Pomelo Filters,Presets & Photo Editor,https://apps.apple.com/us/app/pomelo-filters/id839452750,4.2,656,"[92, 4, 18, 88, 454]","Xiamen Meitu Technology Co., Ltd.",,,,
847334708,Meipai,Amazing prediction function,https://apps.apple.com/us/app/meipai/id847334708,4.4,546,"[46, 10, 25, 58, 407]","Xiamen Meitu Technology Co., Ltd.",,,,
1014277964,SelfieCity,Your Own City Photobooth,https://apps.apple.com/us/app/selfiecity/id1014277964,4.1,128,"[15, 9, 7, 16, 81]","Xiamen Meitu Technology Co., Ltd.",,,,
477678113,美图贴贴,,https://apps.apple.com/us/app/%E7%BE%8E%E5%9B%BE%E8%B4%B4%E8%B4%B4/id477678113,4.5,38,"[2, 1, 1, 6, 28]","Xiamen Meitu Technology Co., Ltd.",,,,
1407731945,O2Cam: Take photos that breath,"Take exquisite, natural-lookin",https://apps.apple.com/us/app/o2cam-take-photos-that-breath/id1407731945,4.8,1006,"[16, 10, 36, 74, 870]","Xiamen Meitu Technology Co., Ltd.",,,,
1462999056,Chic Cam - Stylish Camera,Become an icon,https://apps.apple.com/us/app/chic-cam-stylish-camera/id1462999056,4,30,"[5, 2, 0, 3, 20]","Xiamen Meitu Technology Co., Ltd.",,,,
1057858901,AirVid-Vlog Transition & frame,Video editor everyone can use,https://apps.apple.com/us/app/airvid-vlog-transition-frame/id1057858901,4.5,63,"[5, 3, 0, 4, 51]","Xiamen Meitu Technology Co., Ltd.",,,,
940426559,九格切图,,https://apps.apple.com/us/app/%E4%B9%9D%E6%A0%BC%E5%88%87%E5%9B%BE/id940426559,3,2,"[1, 0, 0, 0, 1]","Xiamen Meitu Technology Co., Ltd.",,,,
1020176768,BOXxCAM – One is Enough,,https://apps.apple.com/us/app/boxxcam-one-is-enough/id1020176768,4.7,9,"[0, 1, 0, 0, 8]","Xiamen Meitu Technology Co., Ltd.",,,,
990496896,美图遥控器 - 解放双手玩自拍！,,https://apps.apple.com/us/app/%E7%BE%8E%E5%9B%BE%E9%81%A5%E6%8E%A7%E5%99%A8-%E8%A7%A3%E6%94%BE%E5%8F%8C%E6%89%8B%E7%8E%A9%E8%87%AA%E6%8B%8D/id990496896,5,1,"[0, 0, 0, 0, 1]","Xiamen Meitu Technology Co., Ltd.",,,,
1366192619,美图手机助手,,https://apps.apple.com/us/app/%E7%BE%8E%E5%9B%BE%E6%89%8B%E6%9C%BA%E5%8A%A9%E6%89%8B/id1366192619,0,0,"[0, 0, 0, 0, 0]","Xiamen Meitu Technology Co., Ltd.",,,,
1481028921,AirGlow - insta video editor,Create your best video stories,https://apps.apple.com/us/app/airglow-insta-video-editor/id1481028921,4.9,7,"[0, 0, 0, 1, 6]","Xiamen Meitu Technology Co., Ltd.",,,,
409838725,Splice - Video Editor & Maker,Editing movie & making videos,https://apps.apple.com/us/app/splice-video-editor-maker/id409838725,4.7,126547,"[4757, 1485, 2737, 11387, 106181]",Bending Spoons Apps IVS,top-free,14,Photo & Video,6008
486781045,Magisto Video Editor,Movie & Music Slideshow Maker,https://apps.apple.com/us/app/magisto-video-editor/id486781045,4.6,85198,"[3466, 997, 2871, 7996, 69868]","Vimeo, Inc.",top-free,44,Photo & Video,6008
924826256,SlideShow Maker Photo to Video,Picture with music slide show,https://apps.apple.com/us/app/slideshow-maker-photo-to-video/id924826256,4.2,73817,"[10679, 1847, 3704, 6284, 51303]",Free Photo Video Editor And Picture Movie Editing Pte. Ltd.,top-free,55,Photo & Video,6008
1223932558,KineMaster - Video Editor,Game & YouTube Film Clip Edit,https://apps.apple.com/us/app/kinemaster-video-editor/id1223932558,4.7,92022,"[2822, 1464, 3446, 7805, 76485]","KineMaster, Inc.",top-free,58,Photo & Video,6008
615563599,Videoshop - Video Editor,"Add music, text, FX to videos!",https://apps.apple.com/us/app/videoshop-video-editor/id615563599,4.8,164878,"[2094, 857, 2738, 9985, 149204]",Jajijujejo Inc.,top-free,53,Photo & Video,6008
1438312320,Video Editor ·,Video Maker: Crop & Collage,https://apps.apple.com/us/app/video-editor/id1438312320,4.6,94009,"[2961, 1569, 4351, 8273, 76855]",Luni,top-free,18,Photo & Video,6008
844570015,Funimate Video Musical Editor,Music Star Maker with Effects,https://apps.apple.com/us/app/funimate-video-musical-editor/id844570015,4.7,365808,"[6847, 3948, 14756, 43867, 296390]","Avcr, Inc.",top-free,9,Photo & Video,6008
1006639052,Add Background Music To Video,Videos editor with clip maker,https://apps.apple.com/us/app/add-background-music-to-video/id1006639052,3.9,13734,"[2922, 302, 543, 874, 9093]","Easy Tiger Apps, LLC.",top-free,92,Photo & Video,6008
1006386292,Video Maker with Music Editor,Make videos add sound & audio,https://apps.apple.com/us/app/video-maker-with-music-editor/id1006386292,4,6340,"[1239, 145, 231, 440, 4285]",Bending Spoons Apps IVS,top-free,114,Photo & Video,6008
438596432,Video Star,Music video maker,https://apps.apple.com/us/app/video-star/id438596432,3.9,31407,"[4937, 1696, 2798, 4482, 17494]",Frontier Design Group,top-free,30,Photo & Video,6008
1398796436,Ulike - Define trendy selfie,Naturally beautiful,https://apps.apple.com/us/app/ulike-define-trendy-selfie/id1398796436,4.8,9119,"[145, 81, 225, 605, 8063]",深圳市脸萌科技有限公司,,,,
443354861,Camera360-Selfie Photo Editor,Custom filter&portrait beauty,https://apps.apple.com/us/app/camera360-selfie-photo-editor/id443354861,4.7,79082,"[2445, 1323, 2984, 6848, 65482]",PinGuo Inc.,,,,
622434129,"BeautyPlus -Snap, Edit, Filter",Selfie Camera + AR,https://apps.apple.com/us/app/beautyplus-snap-edit-filter/id622434129,4.9,142215,"[945, 760, 2252, 9377, 128881]","Meitu Technology, Inc.",top-free,120,Photo & Video,6008
738897668,VivaVideo - Video Maker&Editor,Video Editor with Music,https://apps.apple.com/us/app/vivavideo-video-maker-editor/id738897668,4.7,114203,"[2397, 1604, 3220, 7731, 99251]",QuVideo Inc.,top-free,60,Photo & Video,6008
587366035,PicsArt Photo Editor + Collage,"Sticker, Pic & Video Maker",https://apps.apple.com/us/app/picsart-photo-editor-collage/id587366035,4.7,258690,"[7311, 3075, 7521, 20495, 220288]","PicsArt, Inc.",top-free,5,Photo & Video,6008
544007664,"YouTube: Watch, Listen, Stream","Videos, Music and Live Streams",https://apps.apple.com/us/app/youtube-watch-listen-stream/id544007664,4.7,12111151,"[309571, 129990, 346200, 1046694, 10278696]",Google LLC,top-free,1,Photo & Video,6008
389801252,Instagram,,https://apps.apple.com/us/app/instagram/id389801252,4.8,15597712,"[283459, 111792, 368298, 1199304, 13634859]","Instagram, Inc.",top-free,2,Photo & Video,6008
516561342,LINE Camera - Photo editor,,https://apps.apple.com/us/app/line-camera-photo-editor/id516561342,4.7,4950,"[76, 94, 166, 705, 3909]",LINE Corporation,,,,
501945443,Photo Wonder,,https://apps.apple.com/us/app/photo-wonder/id501945443,2.7,1395,"[657, 104, 70, 85, 479]",Xin Guo,,,,
439438619,Snapseed,Snapseed,https://apps.apple.com/us/app/snapseed/id439438619,3.9,4339,"[679, 291, 387, 612, 2370]",Google LLC,top-free,51,Photo & Video,6008
417571834,Private Photo Vault - Pic Safe,Keep Pictures+Videos Safe,https://apps.apple.com/us/app/private-photo-vault-pic-safe/id417571834,4.8,514154,"[3862, 2322, 10851, 45687, 451432]",Legendary Software Labs LLC,top-free,100,Photo & Video,6008
1174964304,Secret Album: Photo Vault,Hide & Lock Private Photos,https://apps.apple.com/us/app/secret-album-photo-vault/id1174964304,4.5,19866,"[1127, 399, 838, 1718, 15784]",BPMobile,,,,
510873505,Secret Photo Vault - Keepsafe,Password Lock Private Photos,https://apps.apple.com/us/app/secret-photo-vault-keepsafe/id510873505,4.7,191970,"[4306, 1710, 5460, 15986, 164508]","KeepSafe Software, Inc",top-free,79,Photo & Video,6008
899163792,GalleryVault -Hide Photo Video,Hide Private Photo &Lock Video,https://apps.apple.com/us/app/galleryvault-hide-photo-video/id899163792,4.7,1103,"[42, 22, 30, 90, 919]",Think Yeah,,,,
1107392617,Photo Safe Vault - Private Pic,Hide Secret Photos & Videos,https://apps.apple.com/us/app/photo-safe-vault-private-pic/id1107392617,4.6,5552,"[410, 44, 76, 142, 4880]",Emrul Aktar,,,,
1438607197,VidMate- Video maker & Editor,Vidmate - Music Video & Editor,https://apps.apple.com/us/app/vidmate-video-maker-editor/id1438607197,4.3,22240,"[1834, 997, 1138, 2199, 16072]",Kisan Dave,,,,
1195429570,Safe Lock: secret photo album,private photo & video vault,https://apps.apple.com/us/app/safe-lock-secret-photo-album/id1195429570,4.8,11479,"[202, 67, 210, 539, 10461]",Katerina Akhlebinina,,,,
1368359031,Video Status - Share Story,Share FullScreen Video Status,https://apps.apple.com/us/app/video-status-share-story/id1368359031,4.2,566,"[70, 21, 27, 49, 399]",Creative Infoway,,,,
417582128,Photo Splash - photo editor,Black and White Color effects,https://apps.apple.com/us/app/photo-splash-photo-editor/id417582128,4,2456,"[210, 156, 359, 536, 1195]",pixel force private limited,,,,
1127760630,Hide Private Photos & Video-s,Lock Album Vault Safe Password,https://apps.apple.com/us/app/hide-private-photos-video-s/id1127760630,4.4,6303,"[333, 134, 462, 1093, 4281]",Lu Li,,,,
438596432,Video Star,Music video maker,https://apps.apple.com/us/app/video-star/id438596432,3.9,31521,"[4960, 1705, 2807, 4495, 17554]",Frontier Design Group,top-free,30,Photo & Video,6008
1235624450,بانوراما فيديو محرر الفيديو نسخة انستقرام و يوتيوب,,https://apps.apple.com/us/app/%D8%A8%D8%A7%D9%86%D9%88%D8%B1%D8%A7%D9%85%D8%A7-%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D8%AD%D8%B1%D8%B1-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%86%D8%B3%D8%AA%D9%82%D8%B1%D8%A7%D9%85-%D9%88-%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8/id1235624450,4.1,12566,"[1019, 899, 1226, 2014, 7408]",Romman Ventures FZCO,,,,
844570015,Funimate Video Musical Editor,Music Star Maker with Effects,https://apps.apple.com/us/app/funimate-video-musical-editor/id844570015,4.7,368598,"[6876, 3983, 14853, 44157, 298729]","Avcr, Inc.",top-free,9,Photo & Video,6008
438429273,Phonto - Text on Photos,Photo & Typography,https://apps.apple.com/us/app/phonto-text-on-photos/id438429273,4.8,34885,"[548, 208, 681, 2281, 31167]",youthhr,top-free,65,Photo & Video,6008
1223932558,KineMaster - Video Editor,Game & YouTube Film Clip Edit,https://apps.apple.com/us/app/kinemaster-video-editor/id1223932558,4.7,92925,"[2842, 1475, 3486, 7883, 77239]","KineMaster, Inc.",top-free,58,Photo & Video,6008
857842841,Vont - Text on Videos,Video & Typography,https://apps.apple.com/us/app/vont-text-on-videos/id857842841,4.6,2632,"[116, 35, 90, 184, 2207]",youthhr,,,,
815072622,Background Eraser: superimpose,Photo Cut Out & Sticker Maker,https://apps.apple.com/us/app/background-eraser-superimpose/id815072622,4.5,101126,"[1916, 1958, 7648, 19069, 70535]",SUNWOONG JANG,top-free,86,Photo & Video,6008
765406592,المُصممْ - الكتابة على الصور,,https://apps.apple.com/us/app/%D8%A7%D9%84%D9%85-%D8%B5%D9%85%D9%85-%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D8%A8%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B5%D9%88%D8%B1/id765406592,4.5,7412,"[545, 175, 333, 522, 5837]",Husain Khalaf,,,,
930380089,VideoShow Video Editor & Maker,"Vlog Maker with Music, Photo",https://apps.apple.com/us/app/videoshow-video-editor-maker/id930380089,4.7,12732,"[495, 219, 396, 961, 10661]","Shanghai Enjoy Information Technology Co., Ltd",,,,
884009993,Lomotif - Music Video Editor,Create & Remix Slideshows Fast,https://apps.apple.com/us/app/lomotif-music-video-editor/id884009993,4.6,257612,"[8707, 4248, 10048, 24177, 210432]",Lomotif Private Limited,top-free,41,Photo & Video,6008
443354861,Camera360-Selfie Photo Editor,Custom filter&portrait beauty,https://apps.apple.com/us/app/camera360-selfie-photo-editor/id443354861,4.7,79082,"[2445, 1323, 2984, 6848, 65482]",PinGuo Inc.,,,,
1398796436,Ulike - Define trendy selfie,Naturally beautiful,https://apps.apple.com/us/app/ulike-define-trendy-selfie/id1398796436,4.8,9119,"[145, 81, 225, 605, 8063]",深圳市脸萌科技有限公司,,,,
1022267439,SNOW - Beauty & makeup camera,,https://apps.apple.com/us/app/snow-beauty-makeup-camera/id1022267439,4.6,15717,"[570, 295, 601, 1652, 12599]",SNOW INC.,top-free,101,Photo & Video,6008
973337925,MakeupPlus - Virtual Makeup,Makeup Editor Effects Filters,https://apps.apple.com/us/app/makeupplus-virtual-makeup/id973337925,4.6,7555,"[125, 142, 290, 1140, 5858]","Xiamen Meitu Technology Co., Ltd.",,,,
1437880869,SODA - Natural Beauty Camera,Quick and effortless beauty,https://apps.apple.com/us/app/soda-natural-beauty-camera/id1437880869,4.8,3515,"[50, 33, 83, 250, 3099]",SNOW INC.,,,,
1076859004,Foodie - Camera for life,Enjoy! Everyday! Delicious.,https://apps.apple.com/us/app/foodie-camera-for-life/id1076859004,4.7,4015,"[121, 45, 99, 263, 3487]",SNOW INC.,,,,
738897668,VivaVideo - Video Maker&Editor,Video Editor with Music,https://apps.apple.com/us/app/vivavideo-video-maker-editor/id738897668,4.7,114203,"[2397, 1604, 3220, 7731, 99251]",QuVideo Inc.,top-free,60,Photo & Video,6008
863844475,YouCam Makeup-Magic Selfie Cam,Makeup Camera Beauty Filters,https://apps.apple.com/us/app/youcam-makeup-magic-selfie-cam/id863844475,4.8,78420,"[1090, 722, 1960, 6406, 68242]",PERFECT MOBILE CORP.,top-free,82,Photo & Video,6008
